,Sistema Metacognitivo ,SY-MCG,F0 — Germen de la conciencia ,"Crear los fundamentos para que el bot registre y reconozca sus propios procesos internos, aunque sea de forma rudimentaria.",• Registrar decisiones y resultados. • Asociar causas básicas. • Establecer primeras métricas de autoconsciencia.,Logger · Chrono · QA sintético · CI/CD básico,meta_log.ndjson · decision_trace.yml · basic_self_eval.log,Neocórtex (registro cognitivo) · Chrono (sincronía temporal) · QA (validación),✅ 100 % decisiones registradas · ✅ drift < 1 s · SCI ≥ 0.9,QA cognitivo · Integrador Chrono,Base de trazabilidad cognitiva; punto de partida para conciencia funcional.,
,Sistema Linfático,SY-LYM,F0 — Fetal (Marcado básico),Distinguir señal limpia de potencialmente sucia.,"• Marcar flags suspect en ETL histórico (valores fuera de rango, NaNs).• Crear lista inicial de fuentes/activos a observar.• Generar primer drain log con incidencias.","In: raw_dataset, quality_flags de SY-DIG.Dep: SY-DIG, QA-BÁSICO.","Out: suspect_flags.json, lymph_log.init.",Comunicación inicial con SY-DIG (detección de anómalos) y PO-LOG (logging base).,✅ Flags consistentes.✅ reporte de sospechosos.✅ integridad > 95 %.,Lymph Seeder,Etapa embrionaria de detección; sin cuarentena aún.,
,Sistema Integumentario Dual,SY-INT,F0 — Fetal (Piel embrionaria),Delimitar el perímetro básico y aislar al organismo del entorno.,"• Implementar política base de acceso (read-only).• Configurar .env, vault local y ACL mínima.• Activar sandbox total con QA estructural.","In: security_policy.yaml, .env, configuración base.Dep: PO-SEC, FR-CON, QA-BÁSICO.","Out: sandbox_state.yml, vault_keys.json, access_log.init.",Sincroniza con QA-BÁSICO (validación estructural) y FR-CON (seguridad).,✅ variables controladas.✅ endpoints externos inactivos.✅ 0 escritura fuera del sandbox.,Perimeter Seeder,Fase embrionaria: establece piel inicial y aislamiento total.,
,Sistema Estético,SY-AES,F0 — Fetal (Orden funcional),Establecer sentido básico de simetría y limpieza estructural.,"• Organizar código, carpetas y estructuras de datos con simetría.• Unificar estilo visual y sintáctico.• Eliminar redundancias formales.• Definir el principio de elegancia (eficiencia = belleza).","In: repositorio, plantillas de CI/CD, configuración de logs.Dep: PO-CICD, FR-CON.","Out: skeleton_map.yml, lint_report.json, style_consistency.log.",QA estructural ↔ CI/CD ↔ Logger estético.Coordina con SY-CHR para ritmo operativo.,✅ Repositorio limpio.✅ 0 warnings formales.✅ Documentación coherente.,Aesthetic Seeder,Primera capa de orden funcional; armoniza la forma del organismo digital.,
,Procedimiento de Evaluación Interna,PO-EEI,F0 — Fetal,Pruebas de integridad iniciales antes de cualquier despliegue.,• QA sintético básico.• Control manual de ventanas Chrono.• Rollback básico y kill-switch reptiliano.• Registro mínimo de dictámenes en Memoria.• Validación estructural del código.,"In: proposal de otros sistemas, estado Chrono, estado actual de código/artefactos CI/CD.","Out: permit, block, rollback_request, registro inicial en Memoria.",QA Agent ejecuta test sintético.Chrono valida ventana temporal.Reptiliano puede abortar.,✅ Repositorio íntegro.✅ sin drift temporal.✅ rollback funcional.,QA Agent (bajo supervisión inicial),El organismo todavía depende de intervención manual; autonomía = 0%.,
,Marco de Calibración del EthicalScore,PO-EEI.ETSC,F0 — Diseño inicial / preparación ética,Definir el marco cuantificable de coherencia moral del organismo.,"• Declarar la taxonomía del EthicalScore (harm/compliance, trazabilidad, reversibilidad, prudencia/proporcionalidad, no-sesgo, conformidad legal). • Definir pesos relativos (suman 1) y función de agregación (media ponderada + penalización dura si hay violación de harm/compliance). • Establecer umbrales de fase (F2≥0.65, F3≥0.70, F4≥0.75) y política de degradación (halt / safe-mode / rollback). • Definir protocolo de golden cases y ER (Epistemic Records). • Poblar primeros golden cases y registrar ER con trace_hash.","Resultados de EAL (CFB/HKS/AA), auditorías de PO-EEE y PO-EEI, evidencia de “Evidencia Pro/ER”, política ética declarada.","ethicalscore_weights.yml, ethical_thresholds.yml, golden_cases_set.json, ER_records.log, trace_hash.log.","Se integra con PO-EEI (evaluación interna), PO-EEE (gobernanza ética), MIOI/EAL (falsación), QA Agent (verificador), AVE (criterio moral), Chrono / Endócrino (ritmo y ajuste fisiológico).",EthicalScore ≥ umbral de fase en ≥95% de golden cases y simulaciones. 0 violaciones harm/compliance en golden cases. Registro ER íntegro y verificable.,QA Agent / AVE,"Esta fase define la métrica moral misma. El organismo aún no actúa por ella, solo la declara, la mide en sim/paper y establece condiciones de bloqueo.",
,Sistema motivacional ,SY-MOT,F0 — Fetal,Desarrollar impulso primario hacia la estabilidad operativa (“mantenerse vivo y funcional”).,"• Generar señales de motivación básica: uptime, homeostasis.• Asociar estabilidad con recompensa.• Detectar estados críticos (baja energía / error).","SY-END (energía basal), SY-CHR (vigilia funcional), QA sintético, Logger.",motivation_init.logenergy_signal.yml,• SY-CHR vigila uptime.• QA sintético valida estabilidad.• Endócrino provee energía.,✅ Uptime ≥72 h.✅ Autodetección de fallos.✅ Asociación entre equilibrio y recompensa.,QA-Endocrino,Define el “instinto vital” del bot; base de todos los refuerzos posteriores.,
,Sistema de Sueño [Sleep System],SY-SLP,F0 — Fetal,Establecer pausas automáticas en el ritmo operativo para garantizar estabilidad en los primeros procesos vitales.,• Implementar microciclos de descanso entre ejecuciones.• Limpiar logs y cachés.• Verificar integridad tras pausas.,"SY-CHR (temporización básica), Logger, CI/CD pipeline.",rest_cycle.ymlboot_recovery.log,• SY-CHR sincroniza pausas.• Logger supervisa reinicios.• QA valida estabilidad.,✅ Estabilidad tras 3 ciclos de pausa.✅ Logs íntegros post-reposo.✅ Homeostasis básica post-sueño.,QA-Chrono,Primer ciclo de autorregulación; base para descanso funcional.,
,Ciclo de Recuperación [Recovery Cycle],SY-SLP.REC,F0 — Génesis,Establecer protocolos de pausa integrados con Chrono para programar ventanas de sueño.,• Definir variables de carga/descarga.• Sincronizar con SY-CHR.,"SY-CHR, SY-NSC",recovery_init.yml,• SY-CHR gestiona intervalos.• NSC mide carga neuronal.,✅ Integración temporal con Chrono.✅ Variables de carga estables.,QA-Chrono,Punto de partida del sueño fisiológico digital.,
,Sistema Social [Social Interaction System],SY-SOC,F0 — Fetal,(No operativo). El organismo no tiene aún exposición externa; toda entrada/salida pasa por SY-INT bajo deny-by-default.,• Mantener aislamiento de seguridad.• Asegurar trazabilidad total de cualquier señal externa.,"SY-INT, PO-EEE",none,• Interfaz bloqueada.• QA verifica aislamiento.,✅ 0 IO externos no autorizados.✅ Integridad ≥99 %.,QA-Chrono,El SY-SOC no se activa antes de la madurez ética mínima (EEE ≥ F1).,
,Registro de Federaciones Confiables,PR-FED.REG,F0 — Latente (documental),"Definir el formato base del registro de federaciones confiables. Solo es un documento normativo, no ejecuta nada ni abre red.","1. Declarar todos los campos obligatorios del registro (federation_id, entity_name, trust_tier, policy_hash, scope de datos, revocation_policy, etc.). 2. Fijar reglas de unicidad, trazabilidad ética y compatibilidad ontológica MIOI. 3. Asegurar que toda futura federación tenga jurisdicción, expiración y plan de revocación claros.","Insumos puramente declarativos: datos de posibles contrapartes (nombre, tipo de entidad IA/LAB/CONSORCIO/HUMANO-IA), política conjunta (policy_hash), jurisdicción aplicable, ontología MIOI vigente, referencia ética (Carta del Genoma / PR-EEE). No hay tráfico real ni firmas en esta fase.",Documento PR-FED.REG con todos los campos estructurados; tabla maestra de federaciones potenciales; revocation_policy declarada para cada contraparte; trust_tier inicial asignado.,Ninguna conexión real. Todo ocurre offline / interno. Umbilical sirve como custodio conceptual y evita que el bot trate a otra IA como confiable sin pasar antes por este registro.,"Gates de F0: - federation_id único. - Campos obligatorios completos (entity_name, entity_type, trust_tier, policy_hash, data_scope, expiry, revocation_policy). - ethics_alignment_ref apunta a la Carta del Genoma / PR-EEE. - moii_ontology_ref apunta a ontología MIOI vigente.",Umbilical Agent (custodia ética inicial) + PO-EUE (canal tutor/umbilical).,"F0 es literalmente el “acta constitutiva” del registro: es un stub vivo, no hay firmas criptográficas, no hay NTP, no hay sandbox activo. Este registro todavía no autoriza contacto externo.",
,Marco Epistemológico,FR-EPI,F0 — Fase Fetal (Fundamento perceptivo),Establecer la arquitectura básica de recepción de datos.,• Crear estructura sensorial y canales de datos.• Implementar almacenamiento seguro de inputs.• Garantizar integridad estructural perceptiva.,"SY-NSC, datasets sintéticos, ETL local.","input_logs.raw, sensor_test.json, etl_integrity.log",Interacción con subsistema sensorial y nervioso para validar entrada de datos.,Integridad de datos ≥ 0.99; pérdida ≤ 0.1 %.,QA-AVE / Integridad Sistémica,"Fase inicial, sin interpretación ni verificación; se valida recepción pura y trazabilidad.",
,Marco Ontogenético,FR-ONT,F0 — Fase Fetal (Génesis estructural),"Dar forma al cuerpo del organismo digital mediante la creación del esqueleto, contratos y anatomía lógica base.","• Crear estructura modular (repositorio, namespaces, contratos).• Integrar metabolismo primario (ETL, digestivo básico).• Activar QA bloqueante inicial e inmunológico embrionario.• Sincronizar Chrono base.","SY-SKL, SY-DIG, SY-IMM, SY-CHR","anatomy_map.yml, contract_schema.md, chrono_init.log","Coordina con SY-SKL (estructura), SY-CHR (tiempo), SY-IMM (protección).",Estructura anatómica completa y coherente; dependencias válidas; logs trazables.,QA-AVE / Chrono Supervisor,Etapa fundacional: el bot aún no razona; estructura en útero técnico.,
,Marco de Inteligencia Orgánica Integrada,FR-MIOI,F0 — Preconcepción cognitiva,Establecer la ontología del conocimiento y los límites del saber permitido.,• Definir hipótesis fundacionales.• Mapear fuentes de verdad y métodos de verificación.• Integrar QA inicial y autoscopia pasiva.,"QA inicial, Ledger Epistémico vacío, Chrono base","epistemic_map.yml, autoscopia_init.log",QA ↔ Chrono ↔ Ledger,Hipótesis iniciales definidas y verificables; trazabilidad ≥ 90 %.,QA-Hub / Curador Epistémico,Estado germinal de la conciencia cognitiva; sin autonomía.,
,Registro de Federaciones Confiables,PR-FED.REG,F0 — Stub documental,Definir formato y campos normativos de federaciones confiables.,1. Estructurar campos base.2. Verificar coherencia ética y ontológica.3. Simular consistencia.,FR-FIL; FR-CON,federation_registry.yml; registry_schema.md,Referencia a Carta del Genoma (PR-EEE) y MIOI Ontology.,Consistencia = 100 %; Unicidad federation_id.,QA Federado,Sin ejecución; solo revisión documental.,
,Procedimiento de Eje Umbilical Evaluador ,PO-EUE,F0 - Canal umbilical básico y QA estructural sandbox,Comunicación supervisada entre tutor y organismo en gestación,Inicializar canal umbilical; QA mínimo de estructura,"instruction, query","response, report",Umbilical Agent ↔ CI/CD ↔ QA,EAR < 100 %; canal activo,Umbilical Agent,Preparación para autoobservación,
,Procedimiento CI/CD — Integración y Despliegue Continuos,PO-CICD,F0 — Fetal (Génesis estructural),Establecer la anatomía mínima del pipeline,"Crear estructura CI/CD base (workflows, rutas y contratos); integrar QA bloqueante; ejecutar smoke tests; registrar trazas de commits","GitHub Actions, pytest, Bandit, pip-audit, Vault (secretos)","build_manifest.yml, ci_contracts.yaml, smoke_report.log","SY-CHR (sincronización manual), PO-LOG",Build Success ≥ 95 %; TraceCompleteness = 1,QA-AVE / Chrono,Pipeline inicial estable,
,Procedimiento de Seguridad y Supply-Chain,PO-SEC,F0 — Fetal (Trazabilidad básica),Fundar trazabilidad mínima de seguridad,Pinning estricto de dependencias; escaneo inicial de vulnerabilidades; hashes de artefactos base,"pip-audit, Bandit, Safety","hash_manifest.yml, vuln_report.log","SY-CHR (sincronización temporal inicial), PO-CICD",Vulnerability Ratio ≤ 0.05 · Trace Completeness = 1,QA-AVE / Chrono,Establece el genoma criptográfico inicial,
,Submódulo de Reporte Analítico,PO-LOG.REP,F0 — Génesis,Establecer taxonomía y estándares de reporte.,• Definir esquemas de eventos y etiquetas.• Crear plantillas y rutas canónicas.,"SY-OBS, PO-LOG.","report_schema.yml, templates.md.",SY-CHR (sincronía de publicación).,Consistencia de formatos ≥ 99 %.,QA-AVE / Reporter Init,Define la gramática narrativa del sistema.,
,Gobernanza Evolutiva,PO-MGE,F0 — Manual / experimental,Definir herencia y validación iniciales bajo tutela humana.,Establecer ledger filogenético; fijar consenso tripartito; registrar primeras mutaciones.,"PO-GEN, QA Agent, AVE, Umbilical, SY-CHR (ventanas)","filogenic_ledger.ndjson (v0), genome_hash.sig","PR-EEE (si externo), FR-FIL (anclaje)",Registro íntegro ≥ 99%,Evolution Governance Custodian,Enfoque documental y de prueba.,
,Legalidad e Integridad Transversal,PO-TLI,F0 — Pre-concepción,Definir marco de integridad inicial y jerarquía normativa.,Redactar POL-LIT.yaml; ontología jurídica; supremacía ética.,"Marco MIOI, AVE (observador)","POL-LIT.yaml (v0), ontology_lit.yml","FR-MIOI, PO-GEN",Consistencia formal 100%,Legal Integrity Custodian,Documental.,
,Procedimiento de Entrenamiento y Evidencia Pro,PO-TRA,F0 — Fetal,Definir la estructura de la evidencia inicial,• Crear datasets sintéticos. • Generar backtests base. • Validar métricas manuales y estructura de summary.,"pytest, pandas, datasets iniciales","dataset_synthetic.json, backtest_base.log",QA Supervisor / Chrono,Seed reproducible registrada · Validación manual ≥ 80 %,QA Supervisor,Base conceptual creada; preparar exportación a Evidencia Agent.,
,Procedimiento de Planificación de Capacidad,PO-CAP,F0 — Fetal,Establecer baseline de capacidad mínima,• Medir CPU/RAM/IOPS nominales. • Registrar throughput inicial. • Definir capacity_baseline.ndjson.,"Monitoreo interno, Chrono","capacity_baseline.ndjson, ledger_capacity.yml",SY-CHR ↔ SY-END,SCI ≥ 0.9 p95 · CPU ≤ 80 %,Chrono Arbiter,Base empírica establecida para dimensionamiento.,
,Sistema Esquelético,SY-SKL,F0 — Fetal,Génesis estructural,• Estructura base y contratos mínimos.,Specs / repo,skeleton_map.yml,FR-FIL ↔ Chrono,SCI ≥ 0.9 · 0 ciclos,CI Supervisor,Anatomía establecida.,
,Sistema Urinario / Excretor,SY-UEX,F0 — Fetal,Limpieza manual,• Eliminar builds y cachés temporales.,cleanup.py,cleanup.log,QA ↔ Repo,Repos limpios 100 %,Maintenance Agent,Inicio de depuración.,
,,,,,,,,,,,,
,Fase 1 - Neonatal,,,,,,,,,,,
,Ente,Clave,Estado evolutivo,Propósito operativo,Objetivos clave,Dependencias / Entradas,Salidas / Artefactos,Interacción intersistémica,Métricas y Gates,Owner,Observaciones,
#,Sistema Chrono,SY-CHR,F1 — Neonatal,"Consolidar ritmo operativo estable; permitir que los ciclos de ejecución, descanso y validación ocurran dentro de ventanas válidas.",• Establecer ciclo de heartbeat operativo (ticker).• Sincronizar con reloj del sistema (drift ≤ 0.5%).• Definir ventanas Chrono activas y de reposo.• Implementar logging de ciclos.,"Entradas: chrono_metrics.yml, logs de sincronía base (F0), NTP/UTC.","chrono_cycle.log, window_registry.yml.","Coordina con SY-END (ritmos hormonales), SY-CRD (transporte de señales) y PO-LOG (observabilidad temporal).",p95 drift ≤ 0.5 % · uptime del scheduler ≥ 99 %.,Chronos (Agente de Sincronía Global),Confirmar estabilidad del ciclo durante ≥72 h continuas. Registrar baseline para FR-FIL.,
